Place,ProductId,ProductName,UmId,UmName,Month,Year,Price
National Average,66,Beans (white) - Retail,5,KG,11,2019,11.598
National Average,66,Beans (white) - Retail,5,KG,12,2019,12.2076
National Average,83,Potatoes - Retail,5,KG,6,2015,1.86
National Average,83,Potatoes - Retail,5,KG,7,2015,1.84
National Average,83,Potatoes - Retail,5,KG,8,2015,1.53
National Average,83,Potatoes - Retail,5,KG,9,2015,1.45
National Average,83,Potatoes - Retail,5,KG,10,2015,1.45
National Average,83,Potatoes - Retail,5,KG,11,2015,1.36
National Average,83,Potatoes - Retail,5,KG,12,2015,1.28
National Average,83,Potatoes - Retail,5,KG,1,2016,1.32
National Average,83,Potatoes - Retail,5,KG,2,2016,1.39
National Average,83,Potatoes - Retail,5,KG,3,2016,1.22
National Average,83,Potatoes - Retail,5,KG,4,2016,1.37
National Average,83,Potatoes - Retail,5,KG,5,2016,1.06
National Average,83,Potatoes - Retail,5,KG,6,2016,0.96
National Average,83,Potatoes - Retail,5,KG,7,2016,0.93
National Average,83,Potatoes - Retail,5,KG,8,2016,0.9
National Average,83,Potatoes - Retail,5,KG,9,2016,0.91
National Average,83,Potatoes - Retail,5,KG,10,2016,0.91
National Average,83,Potatoes - Retail,5,KG,11,2016,0.96
National Average,83,Potatoes - Retail,5,KG,12,2016,1.2
National Average,83,Potatoes - Retail,5,KG,1,2017,1.24
National Average,83,Potatoes - Retail,5,KG,2,2017,1.27
National Average,83,Potatoes - Retail,5,KG,3,2017,1.27
National Average,83,Potatoes - Retail,5,KG,1,2018,1.7149
National Average,83,Potatoes - Retail,5,KG,2,2018,1.6418
National Average,83,Potatoes - Retail,5,KG,3,2018,1.6105
National Average,83,Potatoes - Retail,5,KG,4,2018,1.6485
National Average,83,Potatoes - Retail,5,KG,5,2018,2.2197
National Average,83,Potatoes - Retail,5,KG,6,2018,3.6257
National Average,83,Potatoes - Retail,5,KG,7,2018,3.0989
National Average,83,Potatoes - Retail,5,KG,8,2018,2.5981
National Average,83,Potatoes - Retail,5,KG,9,2018,2.3863
National Average,83,Potatoes - Retail,5,KG,10,2018,2.4345
National Average,83,Potatoes - Retail,5,KG,11,2018,2.8067
National Average,83,Potatoes - Retail,5,KG,12,2018,3.0695
National Average,83,Potatoes - Retail,5,KG,1,2019,3.6181
National Average,83,Potatoes - Retail,5,KG,2,2019,3.8593
National Average,83,Potatoes - Retail,5,KG,3,2019,4.1696
National Average,83,Potatoes - Retail,5,KG,4,2019,5.1355
National Average,83,Potatoes - Retail,5,KG,5,2019,4.3714
National Average,83,Potatoes - Retail,5,KG,6,2019,2.9433
National Average,83,Potatoes - Retail,5,KG,7,2019,2.7174
National Average,83,Potatoes - Retail,5,KG,8,2019,2.3713
National Average,83,Potatoes - Retail,5,KG,9,2019,2.0816
National Average,83,Potatoes - Retail,5,KG,10,2019,2.0704
National Average,83,Potatoes - Retail,5,KG,11,2019,2.0306
National Average,83,Potatoes - Retail,5,KG,12,2019,2.0691
National Average,92,Eggs - Retail,33,Unit,5,2013,0.2539
National Average,92,Eggs - Retail,33,Unit,6,2013,0.2677
National Average,92,Eggs - Retail,33,Unit,11,2013,0.3556
National Average,92,Eggs - Retail,33,Unit,12,2013,0.3635
National Average,92,Eggs - Retail,33,Unit,1,2014,0.3749
National Average,92,Eggs - Retail,33,Unit,2,2014,0.3739
National Average,92,Eggs - Retail,33,Unit,3,2014,0.3638
National Average,92,Eggs - Retail,33,Unit,5,2014,0.3399
National Average,92,Eggs - Retail,33,Unit,6,2014,0.3551
National Average,92,Eggs - Retail,33,Unit,7,2014,0.3313
National Average,92,Eggs - Retail,33,Unit,8,2014,0.3626
National Average,92,Eggs - Retail,33,Unit,9,2014,0.3889
National Average,92,Eggs - Retail,33,Unit,10,2014,0.326
National Average,92,Eggs - Retail,33,Unit,11,2014,0.315
National Average,92,Eggs - Retail,33,Unit,12,2014,0.319
National Average,92,Eggs - Retail,33,Unit,1,2015,0.321
National Average,92,Eggs - Retail,33,Unit,2,2015,0.34
National Average,92,Eggs - Retail,33,Unit,3,2015,0.346
National Average,92,Eggs - Retail,33,Unit,4,2015,0.32
National Average,92,Eggs - Retail,33,Unit,5,2015,0.31
National Average,92,Eggs - Retail,33,Unit,6,2015,0.33
National Average,92,Eggs - Retail,33,Unit,7,2015,0.33
National Average,92,Eggs - Retail,33,Unit,8,2015,0.35
National Average,92,Eggs - Retail,33,Unit,9,2015,0.4
National Average,92,Eggs - Retail,33,Unit,10,2015,0.4
National Average,92,Eggs - Retail,33,Unit,11,2015,0.39
National Average,92,Eggs - Retail,33,Unit,12,2015,0.39
National Average,92,Eggs - Retail,33,Unit,1,2016,0.39
National Average,92,Eggs - Retail,33,Unit,2,2016,0.38
National Average,92,Eggs - Retail,33,Unit,3,2016,0.34
National Average,92,Eggs - Retail,33,Unit,4,2016,0.35
National Average,92,Eggs - Retail,33,Unit,5,2016,0.3
National Average,92,Eggs - Retail,33,Unit,6,2016,0.32
National Average,92,Eggs - Retail,33,Unit,7,2016,0.32
National Average,92,Eggs - Retail,33,Unit,8,2016,0.32
National Average,92,Eggs - Retail,33,Unit,9,2016,0.35
National Average,92,Eggs - Retail,33,Unit,10,2016,0.35
National Average,92,Eggs - Retail,33,Unit,11,2016,0.35
National Average,92,Eggs - Retail,33,Unit,12,2016,0.57
National Average,92,Eggs - Retail,33,Unit,1,2017,0.47
National Average,92,Eggs - Retail,33,Unit,2,2017,0.49
National Average,92,Eggs - Retail,33,Unit,3,2017,0.46
National Average,92,Eggs - Retail,33,Unit,1,2018,0.4984
National Average,92,Eggs - Retail,33,Unit,2,2018,0.4786
National Average,92,Eggs - Retail,33,Unit,3,2018,0.501
National Average,92,Eggs - Retail,33,Unit,4,2018,0.4661
National Average,92,Eggs - Retail,33,Unit,5,2018,0.4809
National Average,92,Eggs - Retail,33,Unit,6,2018,0.499
National Average,92,Eggs - Retail,33,Unit,7,2018,0.5392
National Average,92,Eggs - Retail,33,Unit,8,2018,0.6548
National Average,92,Eggs - Retail,33,Unit,9,2018,0.6733
National Average,92,Eggs - Retail,33,Unit,10,2018,0.6896
National Average,92,Eggs - Retail,33,Unit,11,2018,0.6331
National Average,92,Eggs - Retail,33,Unit,12,2018,0.6349
National Average,92,Eggs - Retail,33,Unit,1,2019,0.639
National Average,92,Eggs - Retail,33,Unit,2,2019,0.6286
National Average,92,Eggs - Retail,33,Unit,3,2019,0.5687
National Average,92,Eggs - Retail,33,Unit,4,2019,0.5379
National Average,92,Eggs - Retail,33,Unit,5,2019,0.4975
National Average,92,Eggs - Retail,33,Unit,6,2019,0.4139
National Average,92,Eggs - Retail,33,Unit,7,2019,0.4091
National Average,92,Eggs - Retail,33,Unit,8,2019,0.4326
National Average,92,Eggs - Retail,33,Unit,9,2019,0.4619
National Average,92,Eggs - Retail,33,Unit,10,2019,0.4544
National Average,92,Eggs - Retail,33,Unit,11,2019,0.4722
National Average,92,Eggs - Retail,33,Unit,12,2019,0.5163
National Average,94,Meat (chicken) - Retail,5,KG,5,2013,7.31
National Average,94,Meat (chicken) - Retail,5,KG,6,2013,6.7206
National Average,94,Meat (chicken) - Retail,5,KG,11,2013,6.2113
National Average,94,Meat (chicken) - Retail,5,KG,12,2013,6.4668
National Average,94,Meat (chicken) - Retail,5,KG,1,2014,7.1261
National Average,94,Meat (chicken) - Retail,5,KG,2,2014,7.5304
National Average,94,Meat (chicken) - Retail,5,KG,3,2014,7.7342
National Average,94,Meat (chicken) - Retail,5,KG,5,2014,7.6377
National Average,94,Meat (chicken) - Retail,5,KG,6,2014,7.1417
National Average,94,Meat (chicken) - Retail,5,KG,7,2014,7.4939
National Average,94,Meat (chicken) - Retail,5,KG,8,2014,7.5723
National Average,94,Meat (chicken) - Retail,5,KG,9,2014,7.3224
National Average,94,Meat (chicken) - Retail,5,KG,10,2014,6.769
National Average,94,Meat (chicken) - Retail,5,KG,11,2014,6.639
National Average,94,Meat (chicken) - Retail,5,KG,12,2014,6.507
National Average,94,Meat (chicken) - Retail,5,KG,1,2015,6.672
National Average,94,Meat (chicken) - Retail,5,KG,2,2015,6.789
National Average,94,Meat (chicken) - Retail,5,KG,3,2015,6.86
National Average,94,Meat (chicken) - Retail,5,KG,4,2015,6.96
National Average,94,Meat (chicken) - Retail,5,KG,5,2015,7.12
National Average,94,Meat (chicken) - Retail,5,KG,6,2015,6.82
National Average,94,Meat (chicken) - Retail,5,KG,7,2015,7.41
National Average,94,Meat (chicken) - Retail,5,KG,8,2015,7.53
National Average,94,Meat (chicken) - Retail,5,KG,9,2015,7.25
National Average,94,Meat (chicken) - Retail,5,KG,10,2015,7.25
National Average,94,Meat (chicken) - Retail,5,KG,11,2015,6.79
National Average,94,Meat (chicken) - Retail,5,KG,12,2015,6.84
National Average,94,Meat (chicken) - Retail,5,KG,1,2016,7.21
National Average,94,Meat (chicken) - Retail,5,KG,2,2016,7.21
National Average,94,Meat (chicken) - Retail,5,KG,3,2016,7.28
National Average,94,Meat (chicken) - Retail,5,KG,4,2016,7.15
National Average,94,Meat (chicken) - Retail,5,KG,5,2016,7.77
National Average,94,Meat (chicken) - Retail,5,KG,6,2016,7.84
National Average,94,Meat (chicken) - Retail,5,KG,7,2016,7.87
National Average,94,Meat (chicken) - Retail,5,KG,8,2016,7.75
National Average,94,Meat (chicken) - Retail,5,KG,9,2016,7.09
National Average,94,Meat (chicken) - Retail,5,KG,10,2016,6.84
National Average,94,Meat (chicken) - Retail,5,KG,11,2016,7.27
National Average,94,Meat (chicken) - Retail,5,KG,12,2016,7.93
National Average,94,Meat (chicken) - Retail,5,KG,1,2017,7.94
National Average,94,Meat (chicken) - Retail,5,KG,2,2017,7.86
National Average,94,Meat (chicken) - Retail,5,KG,3,2017,8.24
National Average,94,Meat (chicken) - Retail,5,KG,1,2018,8.263
National Average,94,Meat (chicken) - Retail,5,KG,2,2018,8.4598
National Average,94,Meat (chicken) - Retail,5,KG,3,2018,8.5795
National Average,94,Meat (chicken) - Retail,5,KG,4,2018,8.8825
National Average,94,Meat (chicken) - Retail,5,KG,5,2018,9.3107
National Average,94,Meat (chicken) - Retail,5,KG,6,2018,10.1439
National Average,94,Meat (chicken) - Retail,5,KG,7,2018,10.1419
National Average,94,Meat (chicken) - Retail,5,KG,8,2018,10.1672
National Average,94,Meat (chicken) - Retail,5,KG,9,2018,10.8702
National Average,94,Meat (chicken) - Retail,5,KG,10,2018,11.325
National Average,94,Meat (chicken) - Retail,5,KG,11,2018,11.0309
National Average,94,Meat (chicken) - Retail,5,KG,12,2018,10.9777
National Average,94,Meat (chicken) - Retail,5,KG,1,2019,10.8378
National Average,94,Meat (chicken) - Retail,5,KG,2,2019,10.9511
National Average,94,Meat (chicken) - Retail,5,KG,3,2019,11.128
National Average,94,Meat (chicken) - Retail,5,KG,4,2019,12.4853
National Average,94,Meat (chicken) - Retail,5,KG,5,2019,14.4604
National Average,94,Meat (chicken) - Retail,5,KG,6,2019,15.1264
National Average,94,Meat (chicken) - Retail,5,KG,7,2019,14.0579
National Average,94,Meat (chicken) - Retail,5,KG,8,2019,12.0621
National Average,94,Meat (chicken) - Retail,5,KG,9,2019,10.8495
National Average,94,Meat (chicken) - Retail,5,KG,10,2019,10.6085
National Average,94,Meat (chicken) - Retail,5,KG,11,2019,10.8699
National Average,94,Meat (chicken) - Retail,5,KG,12,2019,11.2866
National Average,97,Sugar - Retail,5,KG,5,2013,3.4592
National Average,97,Sugar - Retail,5,KG,6,2013,3.4728
National Average,97,Sugar - Retail,5,KG,11,2013,3.6395
National Average,97,Sugar - Retail,5,KG,12,2013,3.6451
National Average,97,Sugar - Retail,5,KG,1,2014,3.6472
National Average,97,Sugar - Retail,5,KG,2,2014,3.6784
National Average,97,Sugar - Retail,5,KG,3,2014,3.734
National Average,97,Sugar - Retail,5,KG,5,2014,3.7065
National Average,97,Sugar - Retail,5,KG,6,2014,3.7908
National Average,97,Sugar - Retail,5,KG,7,2014,3.9222
National Average,97,Sugar - Retail,5,KG,8,2014,3.9933
National Average,97,Sugar - Retail,5,KG,9,2014,4.0144
National Average,97,Sugar - Retail,5,KG,10,2014,3.707
National Average,97,Sugar - Retail,5,KG,11,2014,3.704
National Average,97,Sugar - Retail,5,KG,12,2014,3.723
National Average,97,Sugar - Retail,5,KG,1,2015,3.753
National Average,97,Sugar - Retail,5,KG,2,2015,3.696
National Average,97,Sugar - Retail,5,KG,3,2015,3.703
National Average,97,Sugar - Retail,5,KG,4,2015,3.71
National Average,97,Sugar - Retail,5,KG,5,2015,3.74
National Average,97,Sugar - Retail,5,KG,6,2015,3.73
National Average,97,Sugar - Retail,5,KG,7,2015,3.84
National Average,97,Sugar - Retail,5,KG,8,2015,3.98
National Average,97,Sugar - Retail,5,KG,9,2015,4.01
National Average,97,Sugar - Retail,5,KG,10,2015,4.01
National Average,97,Sugar - Retail,5,KG,11,2015,4.03
National Average,97,Sugar - Retail,5,KG,12,2015,4.03
National Average,97,Sugar - Retail,5,KG,1,2016,4.03
National Average,97,Sugar - Retail,5,KG,2,2016,4.06
National Average,97,Sugar - Retail,5,KG,3,2016,4.1
National Average,97,Sugar - Retail,5,KG,4,2016,4.05
National Average,97,Sugar - Retail,5,KG,5,2016,4.12
National Average,97,Sugar - Retail,5,KG,6,2016,4.14
National Average,97,Sugar - Retail,5,KG,7,2016,4.14
National Average,97,Sugar - Retail,5,KG,8,2016,4.28
National Average,97,Sugar - Retail,5,KG,9,2016,4.3
National Average,97,Sugar - Retail,5,KG,10,2016,4.3
National Average,97,Sugar - Retail,5,KG,11,2016,4.31
National Average,97,Sugar - Retail,5,KG,12,2016,4.28
National Average,97,Sugar - Retail,5,KG,1,2017,4.28
National Average,97,Sugar - Retail,5,KG,2,2017,4.27
National Average,97,Sugar - Retail,5,KG,3,2017,4.27
National Average,97,Sugar - Retail,5,KG,1,2018,4.345
National Average,97,Sugar - Retail,5,KG,2,2018,4.3572
National Average,97,Sugar - Retail,5,KG,3,2018,4.5968
National Average,97,Sugar - Retail,5,KG,4,2018,4.648
National Average,97,Sugar - Retail,5,KG,5,2018,4.7026
National Average,97,Sugar - Retail,5,KG,6,2018,4.7772
National Average,97,Sugar - Retail,5,KG,7,2018,4.7703
National Average,97,Sugar - Retail,5,KG,8,2018,4.7949
National Average,97,Sugar - Retail,5,KG,9,2018,4.7971
National Average,97,Sugar - Retail,5,KG,10,2018,4.8019
National Average,97,Sugar - Retail,5,KG,11,2018,4.7836
National Average,97,Sugar - Retail,5,KG,12,2018,4.7756
National Average,97,Sugar - Retail,5,KG,1,2019,4.5612
National Average,97,Sugar - Retail,5,KG,2,2019,4.5536
National Average,97,Sugar - Retail,5,KG,3,2019,4.6112
National Average,97,Sugar - Retail,5,KG,4,2019,4.665
National Average,97,Sugar - Retail,5,KG,5,2019,4.7126
National Average,97,Sugar - Retail,5,KG,6,2019,4.751
National Average,97,Sugar - Retail,5,KG,7,2019,5.3053
National Average,97,Sugar - Retail,5,KG,8,2019,5.2843
National Average,97,Sugar - Retail,5,KG,9,2019,5.2749
National Average,97,Sugar - Retail,5,KG,10,2019,5.2653
National Average,97,Sugar - Retail,5,KG,11,2019,5.3131
National Average,97,Sugar - Retail,5,KG,12,2019,5.3358
National Average,105,Garlic - Retail,5,KG,5,2013,8.1422
National Average,105,Garlic - Retail,5,KG,6,2013,7.7703
National Average,105,Garlic - Retail,5,KG,11,2013,8.2981
National Average,105,Garlic - Retail,5,KG,12,2013,8.3617
National Average,105,Garlic - Retail,5,KG,1,2014,8.7832
National Average,105,Garlic - Retail,5,KG,2,2014,8.7832
National Average,105,Garlic - Retail,5,KG,3,2014,9.5358
National Average,105,Garlic - Retail,5,KG,5,2014,9.4341
National Average,105,Garlic - Retail,5,KG,6,2014,7.4649
National Average,105,Garlic - Retail,5,KG,7,2014,8.1246
National Average,105,Garlic - Retail,5,KG,8,2014,8.7728
